Anchor-Free Correlated Topic Modeling: Identifiability and Algorithm,
The Multi-fidelity Multi-armed Bandit,
Correlated-PCA: Principal Components' Analysis when Data and Noise are Correlated,
Variational Inference in Mixed Probabilistic Submodular Models,
Scalable Adaptive Stochastic Optimization Using Random Projections,
Towards Unifying Hamiltonian Monte Carlo and Slice Sampling,
Consistent Kernel Mean Estimation for Functions of Random Variables,
Learning Instance-Independent Value Functions to Enhance Local Search,
The Effect of Eligibility Traces on Finding Optimal Memoryless Policies in Partially Observable Markov Decision Processes,
Exploring Unknown Environments with Real-Time Search or Reinforcement Learning,
Finite-Sample Convergence Rates for Q-Learning and Indirect Algorithms,
Viewing Classifier Systems as Model Free Learning in POMDPs,
Optimizing Admission Control while Ensuring Quality of Service in Multimedia Networks via Reinforcement Learning,
Non-Linear PI Control Inspired by Biological Control Systems,
Gradient Descent for General Reinforcement Learning,
"Robust, Efficient, Globally-Optimized Reinforcement Learning with the Parti-Game Algorithm",
Using Collective Intelligence to Route Internet Traffic,
Robot Docking Using Mixtures of Gaussians,
Applications of Multi-Resolution Neural Networks to Mammography,
Reward Augmented Maximum Likelihood for Neural Structured Prediction,
Accelerating Stochastic Composition Optimization,
A Credit Assignment Compiler for Joint Prediction,
Perspective Transformer Nets: Learning Single-View 3D Object Reconstruction without 3D Supervision,
Globally Optimal Training of Generalized Polynomial Neural Networks with Nonlinear Spectral Methods,
Deep Learning Games,
Regret of Queueing Bandits,
Boosting with Abstention,
Independent Component Analysis of Intracellular Calcium Spike Data,
Graphical Models for Recognizing Human Interactions,
Reinforcement Learning for Trading,
Bayesian Modeling of Facial Similarity,
Scheduling Straight-Line Code Using Reinforcement Learning and Rollouts,
Graph Matching for Shape Retrieval,
Call-Based Fraud Detection in Mobile Communication Networks Using a Hierarchical Regime-Switching Model,
Fast Neural Network Emulation of Dynamical Systems for Computer Animation,
Familiarity Discrimination of Radar Pulses,
Vertex Identification in High Energy Physics Experiments,
Adding Constrained Discontinuities to Gaussian Process Models of Wind Fields,
Combinatorial Multi-Armed Bandit with General Reward Functions,
Exploiting the Structure: Stochastic Gradient Methods Using Raw Clusters,
A Non-convex One-Pass Framework for Generalized Factorization Machine and Rank-One Matrix Sensing,
Probabilistic Modeling for Face Orientation Discrimination: Learning from Labeled and Unlabeled Data,
Making Templates Rotationally Invariant. An Application to Rotated Digit Recognition,
Classification in Non-Metric Spaces,
"Orientation, Scale, and Discontinuity as Emergent Properties of Illusory Contour Shape",
Probabilistic Image Sensor Fusion,
General-Purpose Localization of Textured Image Regions,
Learning Lie Groups for Invariant Visual Perception,
Support Vector Machines Applied to Face Recognition,
A V1 Model of Pop Out and Asymmetty in Visual Search,
Attentional Modulation of Human Pattern Discrimination Psychophysics Reproduced by a Quantitative Model,
Learning to Find Pictures of People,
Learning to Estimate Scenes from Images,
Example-Based Image Synthesis of Articulated Figures,
A Phase Space Approach to Minimax Entropy Learning and the Minutemax Approximations,
Markov Processes on Curves for Automatic Speech Recognition,
Robustness of classifiers: from adversarial to random noise,
On Valid Optimal Assignment Kernels and Applications to Graph Classification,
Optimal Black-Box Reductions Between Optimization Objectives,
Multiple-Play Bandits in the Position-Based Model,
Adaptive Skills Adaptive Partitions (ASAP),
Identification and Overidentification of Linear Structural Equation Models,
Learning from Rational Behavior: Predicting Solutions to Unknown Linear Programs,
Observational-Interventional Priors for Dose-Response Learning,
Learning Tree Structured Potential Games,
Generating Long-term Trajectories Using Deep Hierarchical Networks,
SEBOOST - Boosting Stochastic Learning Using Subspace Optimization Techniques,
Maximum-Likelihood Continuity Mapping (MALCOM): An Alternative to HMMs,
Controlling the Complexity of HMM Systems by Regularization,
"Coding Time-Varying Signals Using Sparse, Shift-Invariant Representations",
An Entropic Estimator for Structure Discovery,
A High Performance k-NN Classifier Using a Binary Correlation Matrix Memory,
Computation of Smooth Optical Flow in a Feedback Connected Analog Network,
An Integrated Vision Sensor for the Computation of Optical Flow Singular Points,
A Neuromorphic Monaural Sound Localizer,
VLSI Implementation of Motion Centroid Localization for Autonomous Navigation,
Optimizing Correlation Algorithms for Hardware-Based Transient Classification,
A Micropower CMOS Adaptive Amplitude and Shift Invariant Vector Quantiser,
Active Noise Canceling Using Analog Neuro-Chip with On-Chip Learning Capability,
Understanding Probabilistic Sparse Gaussian Process Approximations,
Structured Sparse Regression via Greedy Hard Thresholding,
Truncated Variance Reduction: A Unified Approach to Bayesian Optimization and Level-Set Estimation,
Simple and Efficient Weighted Minwise Hashing,
Stochastic Structured Prediction under Bandit Feedback,
Large Margin Discriminant Dimensionality Reduction in Prediction Space,
Unifying Count-Based Exploration and Intrinsic Motivation,
Learning Treewidth-Bounded Bayesian Networks with Thousands of Variables,
Analog VLSI Cellular Implementation of the Boundary Contour System,
Blind Separation of Filtered Sources Using State-Space Approach,
Convergence Rates of Algorithms for Visual Search: Detecting Visual Contours,
DTs: Dynamic Trees,
Basis Selection for Wavelet Regression,
The Bias-Variance Tradeoff and the Randomized GACV,
Discovering Hidden Features with Gaussian Processes Regression,
Learning Mixture Hierarchies,
SMEM Algorithm for Mixture Models,
Probabilistic Visualisation of High-Dimensional Binary Data,
Semiparametric Support Vector and Linear Programming Machines,
Batch and On-Line Parameter Estimation of Gaussian Mixtures Based on the Joint Entropy,
Synthesis of MCMC and Belief Propagation,
Adaptive Neural Compilation,
Bayesian optimization under mixed constraints  with a slack-variable augmented Lagrangian,
Catching heuristics are optimal control policies,
Flexible Models for Microclustering with Application to Entity Resolution,
Stochastic Variance Reduction Methods for Saddle-Point Problems,
End-to-End Kernel Learning with Supervised Convolutional Kernel Networks,
A Pseudo-Bayesian Algorithm for Robust PCA,
Learning a Metric Embedding  for Face Recognition using the Multibatch Method,
Boxlets: A Fast Convolution Algorithm for Signal Processing and Neural Networks,
Regularizing AdaBoost,
Using Analytic QP and Sparseness to Speed Training of Support Vector Machines,
"Replicator Equations, Maximal Cliques, and Graph Isomorphism",
Very Fast EM-Based Mixture Model Clustering Using Multiresolution Kd-Trees,
Kernel PCA and De-Noising in Feature Spaces,
Exploratory Data Analysis Using Radial Basis Function Latent Variable Models,
Neural Networks for Density Estimation,
Learning a Continuous Hidden Variable Model for Binary Data,
Unsupervised Classification with Non-Gaussian Mixture Models Using ICA,
A Polygonal Line Algorithm for Constructing Principal Curves,
Maximum Conditional Likelihood via Bound Maximization and the CEM Algorithm,
Dynamic Network Surgery for Efficient DNNs,
Preference Completion from Partial Rankings,
Deep Learning Models of the Retinal Response to Natural Scenes,
Nested Mini-Batch K-Means,
Adaptive Concentration Inequalities for Sequential Decision Problems,
Achieving the KS threshold in the general stochastic block model with linearized acyclic belief propagation,
Mixed vine copulas as joint models of spike counts and local field potentials,
Crowdsourced Clustering: Querying Edges vs Triangles,
Optimal Tagging with Markov Chain Optimization,
Learning Kernels with Random Features,
Sampling for Bayesian Program Learning,
Exploiting Generative Models in Discriminative Classifiers,
Restructuring Sparse High Dimensional Data for Effective Retrieval,
Sparse Code Shrinkage: Denoising by Nonlinear Maximum Likelihood Estimation,
Learning from Dyadic Data,
Source Separation as a By-Product of Regularization,
Visualizing Group Structure,
Outcomes of the Equivalence of Adaptive Ridge with Least Absolute Shrinkage,
Convex Two-Layer Modeling with Latent Structure,
A Communication-Efficient Parallel Algorithm for Decision Tree,
Local Similarity-Aware Deep Feature Embedding,
Dueling Bandits: Beyond Condorcet Winners to General Tournament Solutions,
Adaptive Maximization of Pointwise Submodular Functions With Budget Constraint,
Classification on Pairwise Proximity Data,
Learning Nonlinear Dynamical Systems Using an EM Algorithm,
A Randomized Algorithm for Pairwise Clustering,
Efficient Bayesian Parameter Estimation in Large Discrete Domains,
Global Optimisation of Neural Network Models via Sequential Sampling,
Fisher Scoring and a Mixture of Modes Approach for Approximate Inference and Learning in Nonlinear State Space Models,
What Makes Objects Similar: A Unified Multi-Metric Learning Approach,
A state-space model of cross-region dynamic connectivity in MEG/EEG,
Approximate Learning of Dynamic Models,
Learning Multi-Class Dynamics,
Bayesian PCA,
Lazy Learning Meets the Recursive Least Squares Algorithm,
Semi-Supervised Support Vector Machines,
Learning a Hierarchical Belief Network of Independent Factor Analyzers,
A Theory of Mean Field Approximation,
Learning Curves for Gaussian Processes,
Discontinuous Recall Transitions Induced by Competition Between Short- and Long-Range Interactions in Recurrent Networks,
Finite-Sample Analysis of Fixed-k Nearest Neighbor Density Functional Estimators,
Homotopy Smoothing for Non-Smooth Problems with Lower Complexity than ,
Theoretical Comparisons of Positive-Unlabeled Learning against Positive-Negative Learning,
Refined Lower Bounds for Adversarial Bandits,
Causal Bandits: Learning Good Interventions via Causal Inference,
Dense Associative Memory for Pattern Recognition,
Shrinking the Tube: A New Support Vector Regression Algorithm,
Tight Bounds for the VC-Dimension of Piecewise Polynomial Networks,
On-Line Learning with Restricted Training Sets: Exact Solution as Benchmark for General Theories,
Mean Field Methods for Classification with Gaussian Processes,
General Bounds on Bayes Errors for Regression with Gaussian Processes,
On the Optimality of Incremental Neural Network Algorithms,
Direct Optimization of Margins Improves Generalization in Combined Classifiers,
A Precise Characterization of the Class of Languages Recognized by Neural Nets under Gaussian and Other Common Noise Distributions,
Regularization With Stochastic Transformations and Perturbations for Deep Semi-Supervised Learning,
Variance Reduction in Stochastic Gradient Langevin Dynamics,
Proximal Stochastic Methods for Nonsmooth Nonconvex Finite-Sum Optimization,
Multi-view Anomaly Detection via Robust Probabilistic Latent Variable Models,
Solving Marginal MAP Problems with NP Oracles and Parity Constraints,
Generalized Correspondence-LDA Models (GC-LDA) for Identifying Functional Regions in the Brain,
Computational Differences between Asymmetrical and Symmetrical Networks,
Stationarity and Stability of Autoregressive Neural Network Processes,
Inference in Multilayer Networks via Large Deviation Bounds,
Optimizing Classifers for Imbalanced Training Sets,
The Belief in TAP,
Convergence of the Wake-Sleep Algorithm,
Unsupervised and Supervised Clustering: The Mutual Information between Parameters and Observations,
Linear Hinge Loss and Average Margin,
Finite-Dimensional Approximation of Gaussian Processes,
Phase Diagram and Storage Capacity of Sequence-Storing Neural Networks,
Dynamically Adapting Kernels in Support Vector Machines,
Dynamics of Supervised Learning with Restricted Training Sets,
VIME: Variational Information Maximizing Exploration,
How Deep is the Feature Analysis underlying Rapid Visual Categorization?,
Density Estimation via Discrepancy Based Adaptive Sequential Partition,
Doubly Convolutional Neural Networks,
R?nyi Divergence Variational Inference,
Semiparametric Differential Graph Models,
A Multi-Batch L-BFGS Method for Machine Learning,
Safe and Efficient Off-Policy Reinforcement Learning,
Direct Feedback Alignment Provides Learning in Deep Neural Networks,
Fast ?-free Inference of Simulation Models with Bayesian Conditional Density Estimation,
A Theoretically Grounded Application of Dropout in Recurrent Neural Networks,
Almost Linear VC Dimension Bounds for Piecewise Polynomial Networks,
Tractable Variational Structures for Approximating Graphical Models,
Distributional Population Codes and Multiple Motion Models,
The Effect of Correlations on the Fisher Information of Population Codes,
Information Maximization in Single Neurons,
Modeling Surround Suppression in V1 Neurons with a Statistically Derived Normalization Model,
Multi-Electrode Spike Sorting by Clustering Transfer Functions,
The Role of Lateral Cortical Competition in Ocular Dominance Development,
Signal Detection in Noisy Weakly-Active Dendrites,
Spike-Based Compared to Rate-Based Hebbian Learning,
Analyzing and Visualizing Single-Trial Event-Related Potentials,
Synergy and Redundancy among Brain Cells of Behaving Monkeys,
Efficient Nonparametric Smoothness Estimation,
Linear-Memory and Decomposition-Invariant Linearly Convergent Conditional Gradient Algorithm for Structured Polytopes,
Gaussian Process Bandit Optimisation with Multi-fidelity Evaluations,
An algorithm for L1 nearest neighbor search via monotonic embedding,
LazySVD: Even Faster SVD Decomposition Yet Without Agonizing Pain,
Optimal Cluster Recovery in the Labeled Stochastic Block Model,
Differential Privacy without Sensitivity,
PerforatedCNNs: Acceleration through Elimination of Redundant Convolutions,
Efficient and Robust Spiking Neural Circuit for Navigation Inspired by Echolocating Bats,
The Robustness of Estimator Composition,
"Divisive Normalization, Line Attractor Networks and Ideal Observers",
Neuronal Regulation Implements Efficient Synaptic Pruning,
Recurrent Cortical Amplification Produces Complex Cell Responses,
Where Does the Population Vector of Motor Cortical Cells Point during Reaching Movements?,
Contrast Adaptation in Simple Cells by Changing the Transmitter Release Probability,
"Temporally Asymmetric Hebbian Learning, Spike liming and Neural Response Variability",
Bayesian Modeling of Human Concept Learning,
A Principle for Unsupervised Hierarchical Decomposition of Visual Scenes,
Mechanisms of Generalization in Perceptual Learning,
Utilizing lime: Asynchronous Binding,
Multiple Paired Forward-Inverse Models for Human Motor Learning and Control,
Facial Memory Is Kernel Density Estimation (Almost),
Distributed Flexible Nonlinear Tensor Factorization,
Dynamic Mode Decomposition with Reproducing Kernels for Koopman Spectral Analysis,
Efficient Second Order Online Learning by Sketching,
Weight Normalization: A Simple Reparameterization to Accelerate Training of Deep Neural Networks,
SoundNet: Learning Sound Representations from Unlabeled Video,
Bayesian Optimization with a Finite Budget: An Approximate Dynamic Programming Approach,
Faster Projection-free Convex Optimization over the Spectrahedron,
Proximal Deep Structured Models,
Active Nearest-Neighbor Learning in Metric Spaces,
Temporal Regularized Matrix Factorization for High-dimensional Time Series Prediction,
Joint Line Segmentation and Transcription for End-to-End Handwritten Paragraph Recognition,
Dialog-based Language Learning,
A Model for Associative Multiplication,
Perceiving without Learning: From Spirals to Inside/Outside Relations,
Evidence for a Forward Dynamics Model in Human Adaptive Motor Control,
Dual Learning for Machine Translation,
Deep Alternative Neural Network: Exploring Contexts as Early as Possible for Action Recognition,
DECOrrelated feature space partitioning for distributed sparse regression,
Sublinear Time Orthogonal Tensor Decomposition,
On Explore-Then-Commit strategies,
The Power of Adaptivity in Identifying Statistical Alternatives,
Efficient Globally Convergent Stochastic Optimization for Canonical Correlation Analysis,
An ensemble diversity approach to supervised binary hashing,
Online Convex Optimization with Unconstrained Domains and Losses,
Computational and Statistical Tradeoffs in Learning to Rank,
Single-Image Depth Perception in the Wild,
SPALS: Fast Alternating Least Squares via Implicit Leverage Scores Sampling,
Regularized Nonlinear Acceleration,
Optimal spectral transportation with application to music transcription,
On Graph Reconstruction via Empirical Risk Minimization: Fast Learning Rates and Scalability,
Barzilai-Borwein Step Size for Stochastic Gradient Descent,
A Simple Practical Accelerated Method for Finite Sums,
Dynamic Filter Networks,
Generating Images with Perceptual Similarity Metrics based on Deep Networks,
Double Thompson Sampling for Dueling Bandits,
Optimizing affinity-based binary hashing using auxiliary coordinates,
A Powerful Generative Model Using Random Weights for the Deep Image Representation,
Neurally-Guided Procedural Models: Amortized Inference for Procedural Graphics Programs using Neural Networks,
Generating Videos with Scene Dynamics,
A Constant-Factor Bi-Criteria Approximation Guarantee for k-means++,
Testing for Differences in Gaussian Graphical Models:  Applications to Brain Connectivity,
Deep Learning without Poor Local Minima,
Coin Betting and Parameter-Free Online Learning,
Solving Random Systems of Quadratic Equations via Truncated Generalized Gradient Flow,
Adversarial Multiclass Classification: A Risk Minimization Perspective,
Residual Networks Behave Like Ensembles of Relatively Shallow Networks,
Robust Spectral Detection of Global Structures in the Data by Learning a Regularization,
Learning User Perceived Clusters with Feature-Level Supervision,
Learning feed-forward one-shot learners,
Budgeted stream-based active learning via adaptive submodular maximization,
Fast learning rates with heavy-tailed losses,
Operator Variational Inference,
Variational Information Maximization for Feature Selection,
Exponential Family Embeddings,
Coupled Generative Adversarial Networks,
The Generalized Reparameterization Gradient,
Stochastic Online AUC Maximization,
Training and Evaluating Multimodal Word Embeddings with Large-scale Web Annotated Images,
A Unified Approach for Learning the Parameters of Sum-Product Networks,
Mutual information for symmetric rank-one matrix estimation: A proof of the replica formula,
Collaborative Recurrent Autoencoder: Recommend while Learning to Fill in the Blanks,
Gradient-based Sampling: An Adaptive Importance Sampling for Least-squares,
Learning and Forecasting Opinion Dynamics in Social Networks,
GAP Safe Screening Rules for Sparse-Group Lasso,
R-FCN: Object Detection via Region-based Fully Convolutional Networks,
CMA-ES with Optimal Covariance Update and Storage Complexity,
Multimodal Residual Learning for Visual QA,
DISCO Nets : DISsimilarity COefficients Networks,
Domain Separation Networks,
Joint M-Best-Diverse Labelings as a Parametric Submodular Minimization,
Fairness in Learning: Classic and Contextual Bandits,
CRF-CNN: Modeling Structured Information in Human Pose Estimation,
FPNN: Field Probing Neural Networks for 3D Data,
Optimal Sparse Linear Encoders and Sparse PCA,
Hierarchical Question-Image Co-Attention for Visual Question Answering,
Bayesian Optimization for Probabilistic Programs,
f-GAN: Training Generative Neural Samplers using Variational Divergence Minimization,
Cooperative Graphical Models,
CNNpack: Packing Convolutional Neural Networks in the Frequency Domain,
Learning from Small Sample Sets by Combining Unsupervised Meta-Training with CNNs,
Integrated perception with recurrent multi-task neural networks,
The Sound of APALM Clapping: Faster Nonsmooth Nonconvex Optimization with Stochastic Asynchronous PALM,
Learning What and Where to Draw,
Multivariate tests of association based on univariate tests,
Multi-armed Bandits: Competing with Optimal Sequences,
Sorting out typicality with the inverse moment matrix SOS polynomial,
Interpretable Distribution Features with Maximum Testing Power,
SURGE: Surface Regularized Geometry Estimation from a Single Image,
Linear dynamical neural population models through nonlinear embeddings,
Minimizing Regret on Reflexive Banach Spaces and Nash Equilibria in Continuous Zero-Sum Games,
Verification Based Solution for Structured MAB Problems,
Unsupervised Domain Adaptation with Residual Transfer Networks,
Tree-Structured Reinforcement Learning for Sequential Object Localization,
Natural-Parameter Networks: A Class of Probabilistic Neural Networks,
Incremental Boosting Convolutional Neural Network for Facial Action Unit Recognition,
Human Decision-Making under Limited Time,
Visual Dynamics: Probabilistic Future Frame Synthesis via Cross Convolutional Networks,
Learning a Probabilistic Latent Space of Object Shapes via 3D Generative-Adversarial Modeling,
High-Rank Matrix Completion and Clustering under Self-Expressive Models,
Unsupervised Learning for Physical Interaction through Video Prediction,
Fast and Provably Good Seedings for k-Means,
Without-Replacement Sampling for Stochastic Gradient Methods,
On Regularizing Rademacher Observation Losses,
Swapout: Learning an ensemble of deep architectures,
A scaled Bregman theorem with applications,
Deep ADMM-Net for Compressive Sensing MRI,
Expectation Particle Belief Propagation,
Efficient Learning of Continuous-Time Hidden Markov Models for Disease Progression,
Optimal Testing for Properties of Distributions,
A Dual Augmented Block Minimization Framework for Learning with Limited Memory,
Recursive Training of 2D-3D Convolutional Networks for Neuronal Boundary Prediction,
Copula variational inference,
Embedding Inference for Structured Multilabel Prediction,
Semi-supervised Learning with Ladder Networks,
Model-Based Relative Entropy Stochastic Search,
Gradient Estimation Using Stochastic Computation Graphs,
Lifted Inference Rules With Constraints,
A Market Framework for Eliciting Private Data,
Learning Stationary Time Series using Gaussian Processes with Nonparametric Kernels,
Time-Sensitive Recommendation From Recurrent User Activities,
Learning Structured Output Representation using Deep Conditional Generative Models,
Calibrated Structured Prediction,
On-the-Job Learning with Bayesian Decision Theory,
Dependent Multinomial Models Made Easy: Stick-Breaking with the Polya-gamma Augmentation,
Matrix Completion with Noisy Side Information,
Bayesian dark knowledge,
From random walks to distances on unweighted graphs,
LASSO with Non-linear Measurements is Equivalent to One With Linear Measurements,
Semi-Proximal Mirror-Prox for Nonsmooth Composite Minimization,
Kullback-Leibler Proximal Variational Inference,
Inference for determinantal point processes without spectral knowledge,
A Universal Catalyst for First-Order Optimization,
Adaptive Online Learning,
M-Statistic for Kernel Change-Point Detection,
Gaussian Process Random Fields,
Semi-Supervised Factored Logistic Regression for High-Dimensional Neuroimaging Data,
Cornering Stationary and Restless Mixing Bandits with Remix-UCB,
Parallel Predictive Entropy Search for Batch Global Optimization of Expensive Objective Functions,
Consistent Multilabel Classification,
Principal Geodesic Analysis for Probability Measures under the Optimal Transport Metric,
Rate-Agnostic (Causal) Structure Learning,
Skip-Thought Vectors,
A class of network models recoverable by spectral clustering,
Discrete R?nyi Classifiers,
Decomposition Bounds for Marginal MAP,
On Elicitation Complexity,
Data Generation as Sequential Decision Making,
Fast Lifted MAP Inference via Partitioning,
The Self-Normalized Estimator for Counterfactual Learning,
Large-Scale Bayesian Multi-Label Learning via Topic-Based Label Embeddings,
Fixed-Length Poisson MRF: Adding Dependencies to the Multinomial,
Information-theoretic lower bounds for convex optimization with erroneous oracles,
Learning Causal Graphs with Small Interventions,
Learnability of Influence in Networks,
Fast and Memory Optimal Low-Rank Matrix Approximation,
Explore no more: Improved high-probability regret bounds for non-stochastic bandits,
Learning From Small Samples: An Analysis of Simple Decision Heuristics,
A Universal Primal-Dual Convex Optimization Framework,
Submodular Hamming Metrics,
Interactive Control of Diverse Complex Characters with Neural Networks,
BinaryConnect: Training Deep Neural Networks with binary weights during propagations,
Sample Complexity Bounds for Iterative Stochastic Policy Optimization,
Interpolating Convex and Non-Convex Tensor Decompositions via the Subspace Norm,
Rapidly Mixing Gibbs Sampling for a Class of Factor Graphs Using Hierarchy Width,
Structured Transforms for Small-Footprint Deep Learning,
Semi-supervised Sequence Learning,
Statistical Topological Data Analysis - A Kernel Perspective,
No-Regret Learning in Bayesian Games,
Convergence Rates of Active Learning for Maximum Likelihood Estimation,
The Poisson Gamma Belief Network,
Convergence Analysis of Prediction Markets via Randomized Subspace Descent,
Nearly Optimal Private LASSO,
The Consistency of Common Neighbors for Link Prediction in Stochastic Blockmodels,
"Reflection, Refraction, and Hamiltonian Monte Carlo",
"Parallel Multi-Dimensional LSTM, With Application to Fast Biomedical Volumetric Image Segmentation",
Fast Convergence of Regularized Learning in Games,
A Recurrent Latent Variable Model for Sequential Data,
Preconditioned Spectral Descent for Deep Learning,
Efficient and Robust Automated Machine Learning,
Exploring Models and Data for Image Question Answering,
Learning Continuous Control Policies by Stochastic Value Gradients,
Online Prediction at the Limit of Zero Temperature,
Bandit Smooth Convex Optimization: Improving the Bias-Variance Tradeoff,
A Complete Recipe for Stochastic Gradient MCMC,
Structured Estimation with Atomic Norms: General Bounds and Applications,
Basis refinement strategies for linear value function approximation in MDPs,
Community Detection via Measure Space Embedding,
Distributed Submodular Cover: Succinctly Summarizing Massive Data,
A Pseudo-Euclidean Iteration for Optimal Recovery in Noisy ICA,
Action-Conditional Video Prediction using Deep Networks in Atari Games,
The Human Kernel,
Accelerated Mirror Descent in Continuous and Discrete Time,
Subsampled Power Iteration: a Unified Algorithm for Block Models and Planted CSP's,
Learning with Relaxed Supervision,
Sample Complexity of Episodic Fixed-Horizon Reinforcement Learning,
Bayesian Optimization with Exponential Convergence,
Deep Poisson Factor Modeling,
Winner-Take-All Autoencoders,
Regularization-Free Estimation in Trace Regression with Symmetric Positive Semidefinite Matrices,
Grammar as a Foreign Language,
Softstar: Heuristic-Guided Probabilistic Inference,
Efficient and Parsimonious Agnostic Active Learning,
Embed to Control: A Locally Linear Latent Dynamics Model for Control from Raw Images,
Asynchronous Parallel Stochastic Gradient for Nonconvex Optimization,
Adversarial Prediction Games for Multivariate Losses,
"Fast, Provable Algorithms for Isotonic Regression in all L_p-norms",
Robust Spectral Inference for Joint Stochastic Matrix Factorization,
Associative Memory via a Sparse Recovery Model,
Pointer Networks,
The Return of the Gating Network: Combining Generative Models and Discriminative Training in Natural Image Priors,
Taming the Wild: A Unified Analysis of Hogwild-Style Algorithms,
Super-Resolution Off the Grid,
"NEXT: A System for Real-World Development, Evaluation, and Application of Active Learning",
On Variance Reduction in Stochastic Gradient Descent and its Asynchronous Variants,
Local Expectation Gradients for Black Box Variational Inference,
Neural Adaptive Sequential Monte Carlo,
Estimating Jaccard Index with Missing Observations: A Matrix Calibration Approach,
Testing Closeness With Unequal Sized Samples,
Robust Gaussian Graphical Modeling with the Trimmed Graphical Lasso,
Learning Wake-Sleep Recurrent Attention Models,
Sample Complexity of Learning Mahalanobis Distance Metrics,
Variational Dropout and the Local Reparameterization Trick,
Differentially Private Learning of Structured Discrete Distributions,
Minimax Time Series Prediction,
Sparse and Low-Rank Tensor Decomposition,
Deep Convolutional Inverse Graphics Network,
Revenue Optimization against Strategic Buyers,
High Dimensional EM Algorithm: Statistical Optimization and Asymptotic Normality,
Local Causal Discovery of Direct Causes and Effects,
Hidden Technical Debt in Machine Learning Systems,
A Gaussian Process Model of Quasar Spectral Energy Distributions,
A Theory of Decision Making Under Dynamic Context,
Recognizing retinal ganglion cells in the dark,
Deep Temporal Sigmoid Belief Networks for Sequence Modeling,
Online Gradient Boosting,
Spectral Representations for Convolutional Neural Networks,
End-To-End Memory Networks,
On the consistency theory of high dimensional variable screening,
Path-SGD: Path-Normalized Optimization in Deep Neural Networks,
A Bayesian Framework for Modeling Confidence in Perceptual Decision Making,
Learning spatiotemporal trajectories from manifold-valued longitudinal data,
Particle Gibbs for Infinite Hidden Markov Models,
Bayesian Active Model Selection with an Application to Automated Audiometry,
Training Very Deep Networks,
Sparse Linear Programming via Primal and Dual Augmented Coordinate Descent,
Market Scoring Rules Act As Opinion Pools For Risk-Averse Agents,
Generalization in Adaptive Data Analysis and Holdout Reuse,
Scale Up Nonlinear Component Analysis with Doubly Stochastic Gradients,
Exactness of Approximate MAP Inference in Continuous MRFs,
Stochastic Expectation Propagation,
Sample Efficient Path Integral Control under Uncertainty,
Variance Reduced Stochastic Gradient Descent with Neighbors,
Are You Talking to a Machine? Dataset and Methods for Multilingual Image Question,
Learning structured densities via infinite dimensional exponential families,
On the Convergence of Stochastic Gradient MCMC Algorithms with High-Order Integrators,
A Normative Theory of Adaptive Dimensionality Reduction in Neural Networks,
Mind the Gap: A Generative Approach to Interpretable Feature Selection and Extraction,
StopWasting My Gradients: Practical SVRG,
Tractable Learning for Complex Probability Queries,
"Mixed Robust/Average Submodular Partitioning: Fast Algorithms, Guarantees, and Applications",
Convolutional Networks on Graphs for Learning Molecular Fingerprints,
Spectral Norm Regularization of Orthonormal Representations for Graph Transduction,
Beyond Sub-Gaussian Measurements: High-Dimensional Structured Estimation with Sub-Exponential Designs,
Fighting Bandits with a New Kind of Smoothness,
"Saliency, Scale and Information: Towards a Unifying Theory",
Local Smoothness in Variance Reduced Optimization,
An Active Learning Framework using Sparse-Graph Codes for Sparse Polynomials and Graph Sketching,
A hybrid sampler for Poisson-Kingman mixture models,
Efficient Learning by Directed Acyclic Graph For Resource Constrained Prediction,
Competitive Distribution Estimation: Why is Good-Turing Good,
A Structural Smoothing Framework For Robust Graph Comparison,
Variational Information Maximisation for Intrinsically Motivated Reinforcement Learning,
Combinatorial Bandits Revisited,
Collaborative Filtering with Graph Information: Consistency and Scalable Methods,
On some provably correct cases of variational inference for topic models,
Adaptive Primal-Dual Splitting Methods for Statistical Learning and Image Processing,
Optimization Monte Carlo: Efficient and Embarrassingly Parallel Likelihood-Free Inference,
Natural Neural Networks,
b-bit Marginal Regression,
Learning with a Wasserstein Loss,
High-dimensional neural spike train analysis with generalized count linear dynamical systems,
Multi-class SVMs: From Tighter Data-Dependent Generalization Bounds to Novel Algorithms,
Anytime Influence Bounds and the Explosive Behavior of Continuous-Time Diffusion Networks,
Spatial Transformer Networks,
Secure Multi-party Differential Privacy,
GP Kernels for Cross-Spectrum Analysis,
Learning to Segment Object Candidates,
Fast Two-Sample Testing with Analytic Representations of Probability Measures,
Regret-Based Pruning in Extensive-Form Games,
Supervised Learning for Dynamical System Learning,
COEVOLVE: A Joint Point Process Model for Information Diffusion and Network Co-evolution,
Sampling from Probabilistic Submodular Models,
Robust PCA with compressed data,
Generative Image Modeling Using Spatial LSTMs,
Biologically Inspired Dynamic Textures for Probing Motion Perception,
Collaboratively Learning Preferences from Ordinal Data,
Streaming Min-max Hypergraph Partitioning,
Tree-Guided MCMC Inference for Normalized Random Measure Mixture Models,
Visalogy: Answering Visual Analogy Questions,
Matrix Completion Under Monotonic Single Index Models,
Learning Bayesian Networks with Thousands of Variables,
Rectified Factor Networks,
Spherical Random Features for Polynomial Kernels,
Max-Margin Deep Generative Models,
Learning to Transduce with Unbounded Memory,
Analysis of Robust PCA via Local Incoherence,
Regressive Virtual Metric Learning,
Is Approval Voting Optimal Given Approval Votes?,
